text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,i,long,lat,from,to,party_area
"RT @angelneptustar: IN @MIRROR Sir @Keir_Starmer said @BorisJohnson dislikes confrontation!  U speak of doughtiest, bravest, most audacious…",FALSE,0,NA,11/01/2020 23:01,FALSE,NA,1.22E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",PeterFrancis12,2,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: UN-BELIEVABLE! HUGE FORCES massed against him. Singlehanded, @BorisJohnson fights for our freedoms &amp; democracy as great…",FALSE,0,NA,11/01/2020 22:59,FALSE,NA,1.22E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",PeterFrancis12,7,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: IN @MIRROR Sir @Keir_Starmer said @BorisJohnson dislikes confrontation!  U speak of doughtiest, bravest, most audacious…",FALSE,0,NA,11/01/2020 21:40,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",geniuswriter1,2,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: UN-BELIEVABLE! HUGE FORCES massed against him. Singlehanded, @BorisJohnson fights for our freedoms &amp; democracy as great…",FALSE,0,NA,11/01/2020 21:38,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",DWAYNECHRISTI12,7,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"IN @MIRROR Sir @Keir_Starmer said @BorisJohnson dislikes confrontation!  U speak of doughtiest, bravest, most audac… https://t.co/uHq9FLJ9GT",FALSE,9,NA,11/01/2020 21:36,TRUE,NA,1.22E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,2,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"UN-BELIEVABLE! HUGE FORCES massed against him. Singlehanded, @BorisJohnson fights for our freedoms &amp; democracy as g… https://t.co/NKsZ1excq7",FALSE,8,NA,11/01/2020 21:28,TRUE,NA,1.22E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,7,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
@miffythegamer @AnthonyMortlock Brexiteers stole your right to be a slave ONLY of EU.  Plenty of dungeons run by do… https://t.co/qmf2ZJ2gYI,FALSE,0,miffythegamer,11/01/2020 21:01,TRUE,1.22E+18,1.22E+18,9.30E+17,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,0,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: SELFISH SIR @KEIR_STARMER just sat back &amp; let Lab implode!   4 lost elections, he did NOTHING!  Made a lot of money for…",FALSE,0,NA,11/01/2020 17:41,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jivinmalc,3,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: SELFISH SIR @KEIR_STARMER just sat back &amp; let Lab implode!   4 lost elections, he did NOTHING!  Made a lot of money for…",FALSE,0,NA,11/01/2020 17:34,FALSE,NA,1.22E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",PeterFrancis12,3,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"RT @angelneptustar: SELFISH SIR @KEIR_STARMER just sat back &amp; let Lab implode!   4 lost elections, he did NOTHING!  Made a lot of money for…",FALSE,0,NA,11/01/2020 17:30,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",coombe49,3,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"@Pat_O_Tuathail @BorisJohnson Many Russians fear &amp; loathe present Russian regime.  Donate to Tories, as legal Briti… https://t.co/zRCsyvlokK",FALSE,0,Pat_O_Tuathail,11/01/2020 17:22,TRUE,1.22E+18,1.22E+18,413868183,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",angelneptustar,0,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
"SELFISH SIR @KEIR_STARMER just sat back &amp; let Lab implode!   4 lost elections, he did NOTHING!  Made a lot of money… https://t.co/bzF5zh7O3P",FALSE,3,NA,11/01/2020 17:16,TRUE,NA,1.22E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,3,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
RT @angelneptustar: NO LEADER. Lord Snooty #Starmer dislikes confrontation.  For years Lab crying out for a strong alternative to @jeremyco…,FALSE,0,NA,11/01/2020 16:54,FALSE,NA,1.22E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",PeterFrancis12,1,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
NO LEADER. Lord Snooty #Starmer dislikes confrontation.  For years Lab crying out for a strong alternative to… https://t.co/TceLzfAFDz,FALSE,3,NA,11/01/2020 16:28,TRUE,NA,1.22E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,1,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
RT @angelneptustar: @paulclarke38 @barrysbismark @jessphillips @BorisJohnson THE NOT SO GILDED CHILDHOOD of @Borisjohnson !  PM's childhood…,FALSE,0,NA,11/01/2020 10:18,FALSE,NA,1.22E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",ljonesljones14,1,TRUE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
@MeureIan YOUR CONTEMPT for the voters who gave @Borisjohnson a landslide is appalling.  #Boris #EU #Brexit,FALSE,0,MeureIan,11/01/2020 10:11,FALSE,1.22E+18,1.22E+18,8.78E+17,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,0,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
@paulclarke38 @barrysbismark @jessphillips @BorisJohnson THE NOT SO GILDED CHILDHOOD of @Borisjohnson !  PM's child… https://t.co/Bqe670B3Wk,FALSE,0,paulclarke38,11/01/2020 10:10,TRUE,1.22E+18,1.22E+18,438694672,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,1,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,11/01/2020,12/01/2020,Labour
RT @WendaField: A new year but seemingly the same concerns expressed by advisory firms for 2020 - #regulation &amp; #Brexit via an @IntellifloL…,FALSE,0,NA,11/01/2020 22:52,FALSE,NA,1.22E+18,NA,"<a href=\https://abdirahiimyassin.weebly.com\"" rel=\""nofollow\"">Cyber Security Feed</a>""",cybersec_feeds,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
The cost of economic prosperity through #Brexit is more than the promised (for that read phantom) benefits of econo… https://t.co/8b0OTjkMkO,FALSE,0,NA,11/01/2020 22:47,TRUE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",NickLovesYork,0,FALSE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
"@carolecadwalla Now that you’ve lost the election, and the #brexit thing, you must be relieved to have something to… https://t.co/pVWlrIKD2j",FALSE,0,carolecadwalla,11/01/2020 19:39,TRUE,NA,1.22E+18,722242009,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",blenkin_tim,0,FALSE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
"RT @York4EU: Really excited - just to prove to all you doubters out there, the #Brexit Unicorn exists and ours has arrived with three weeks…",FALSE,0,NA,11/01/2020 10:37,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TimOwston,2,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
".@kevinhollinrake kevinhollinrake this #Brexit lark isn’t going quite as well as the spin would have us believe 
https://t.co/9UH6NRUwi5",FALSE,0,NA,11/01/2020 07:54,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",ros_hutchinson,0,FALSE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
RT @BD_Stew: #EU warns refusal to give access to UK #fishing waters after #Brexit could lead to new cod war (apparently) https://t.co/mqR2r…,FALSE,0,NA,11/01/2020 00:24,FALSE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ikingmaNL,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,11/01/2020,12/01/2020,Conservative
