text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,i,long,lat,from,to,party_area
"@euronews @vonderleyen nothing is impossible with the right mindset, political will &amp; can do attitude. @BorisJohnson #EU #Brexit",FALSE,1,euronews,08/01/2020 17:54,FALSE,1.21E+18,1.21E+18,25067168,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",HMF90976073,0,FALSE,FALSE,NA,NA,1,51.53295774,0.085157108,08/01/2020,09/01/2020,Labour
@ianrobo1 @UKLabour Yeah there would be bedlam. However as the press are with Bozo and the public are being conned… https://t.co/HpRNi2ruG1,FALSE,0,ianrobo1,08/01/2020 11:15,TRUE,1.21E+18,1.21E+18,150777984,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Mountie31,0,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,08/01/2020,09/01/2020,Labour
"@seanedwardfitz Why would he deliver #Brexit by December, when everyone knows we are leaving at end of jan?

#borisjohnson",FALSE,0,seanedwardfitz,08/01/2020 09:08,FALSE,1.21E+18,1.21E+18,8.53E+17,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",angelneptustar,0,FALSE,FALSE,NA,NA,1,51.56596085,-0.121803692,08/01/2020,09/01/2020,Labour
Suck it up losers! #Brexit <U+0001F1EC><U+0001F1E7> https://t.co/JI1XN1jra3,FALSE,0,NA,08/01/2020 16:49,FALSE,NA,1.21E+18,NA,"<a href=\http://tapbots.com/tweetbot\"" rel=\""nofollow\"">Tweetbot for i<U+039F>S</a>""",c11ffb,0,FALSE,FALSE,NA,NA,1,53.39139116,-2.788473578,08/01/2020,09/01/2020,Labour
"<U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602>

What emotive claptrap. Some people really do need to grow up and get a life.
#Brexit… https://t.co/xfIUq8uWeD",FALSE,4,NA,08/01/2020 21:32,TRUE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",armdpm,0,FALSE,FALSE,NA,NA,2,55.43820813,-2.380024827,08/01/2020,09/01/2020,Conservative
.@CarolineLucas @thatginamiller @DavidLammy @EdwardJDavey @joswinson @Anna_Soubry @heidiallen75 @Femi_Sorry… https://t.co/tRqECxTOuo,FALSE,0,NA,08/01/2020 21:51,TRUE,NA,1.22E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",HarridgePike,0,FALSE,FALSE,NA,NA,2,54.15097002,-1.05444152,08/01/2020,09/01/2020,Conservative
"RT @DouglasUnwin: @BrexitBetrayed @EmmanuelMacron, @MichelBarnier, @vonderleyen, @eucopresident

UK Prime Minister @BorisJohnson has a clea…",FALSE,0,NA,08/01/2020 18:28,FALSE,NA,1.21E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",EileenBuck13,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,08/01/2020,09/01/2020,Conservative
"RT @DouglasUnwin: @BrexitBetrayed @EmmanuelMacron, @MichelBarnier, @vonderleyen, @eucopresident

UK Prime Minister @BorisJohnson has a clea…",FALSE,0,NA,08/01/2020 17:52,FALSE,NA,1.21E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Potsy24378355,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,08/01/2020,09/01/2020,Conservative
"RT @DouglasUnwin: @BrexitBetrayed @EmmanuelMacron, @MichelBarnier, @vonderleyen, @eucopresident

UK Prime Minister @BorisJohnson has a clea…",FALSE,0,NA,08/01/2020 14:32,FALSE,NA,1.21E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Avalon262,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,08/01/2020,09/01/2020,Conservative
"RT @DouglasUnwin: @BrexitBetrayed @EmmanuelMacron, @MichelBarnier, @vonderleyen, @eucopresident

UK Prime Minister @BorisJohnson has a clea…",FALSE,0,NA,08/01/2020 09:18,FALSE,NA,1.21E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",jdminiatures,5,TRUE,FALSE,NA,NA,2,54.15097002,-1.05444152,08/01/2020,09/01/2020,Conservative
